"Step","fold4 - val_dice_left_kidney","fold4 - val_dice_left_kidney__MIN","fold4 - val_dice_left_kidney__MAX","fold3 - val_dice_left_kidney","fold3 - val_dice_left_kidney__MIN","fold3 - val_dice_left_kidney__MAX","fold2 - val_dice_left_kidney","fold2 - val_dice_left_kidney__MIN","fold2 - val_dice_left_kidney__MAX","fold1 - val_dice_left_kidney","fold1 - val_dice_left_kidney__MIN","fold1 - val_dice_left_kidney__MAX","fold0 - val_dice_left_kidney","fold0 - val_dice_left_kidney__MIN","fold0 - val_dice_left_kidney__MAX"
"55","0.00024239196149860632","0.00024239196149860632","0.00024239196149860632","0.000015874548924532216","0.000015874548924532216","0.000015874548924532216","1.8072977092702863e-11","1.8072977092702863e-11","1.8072977092702863e-11","0.00012405769417342096","0.00012405769417342096","0.00012405769417342096","0.00001378217757388708","0.00001378217757388708","0.00001378217757388708"
"60","0.00043530000777967584","0.00043530000777967584","0.00043530000777967584","0.00008325367044539782","0.00008325367044539782","0.00008325367044539782","0.00009824085218948611","0.00009824085218948611","0.00009824085218948611","0.000020713685939838353","0.000020713685939838353","0.000020713685939838353","0.0005413752127426212","0.0005413752127426212","0.0005413752127426212"
"65","0.00033958674283541857","0.00033958674283541857","0.00033958674283541857","0.000026512304568263164","0.000026512304568263164","0.000026512304568263164","1.807567560855965e-11","1.807567560855965e-11","1.807567560855965e-11","0.00007038908104741259","0.00007038908104741259","0.00007038908104741259","1.0744107760925142e-8","1.0744107760925142e-8","1.0744107760925142e-8"
"70","0.0006187018755227255","0.0006187018755227255","0.0006187018755227255","0.000040527562945676044","0.000040527562945676044","0.000040527562945676044","1.8075379249638823e-11","1.8075379249638823e-11","1.8075379249638823e-11","0.000028227827551878084","0.000028227827551878084","0.000028227827551878084","0.00029019392994252517","0.00029019392994252517","0.00029019392994252517"
"75","0.00016785933382563783","0.00016785933382563783","0.00016785933382563783","0.0003333822217538877","0.0003333822217538877","0.0003333822217538877","1.80753703110804e-11","1.80753703110804e-11","1.80753703110804e-11","0.00011750574848239752","0.00011750574848239752","0.00011750574848239752","0.0001661787505582256","0.0001661787505582256","0.0001661787505582256"
"80","0.00018309614520870378","0.00018309614520870378","0.00018309614520870378","0.000028027712552635217","0.000028027712552635217","0.000028027712552635217","0.000026207529140431058","0.000026207529140431058","0.000026207529140431058","0.00006961767478520831","0.00006961767478520831","0.00006961767478520831","0.0016022574997000738","0.0016022574997000738","0.0016022574997000738"
"85","0.0007664749750406855","0.0007664749750406855","0.0007664749750406855","0.0003300957575900243","0.0003300957575900243","0.0003300957575900243","0.000013107552284989624","0.000013107552284989624","0.000013107552284989624","0.00011755849624630112","0.00011755849624630112","0.00011755849624630112","0.00019376616018080317","0.00019376616018080317","0.00019376616018080317"
"90","0.0020228562371850216","0.0020228562371850216","0.0020228562371850216","0.000643213608358898","0.000643213608358898","0.000643213608358898","1.8074946925881067e-11","1.8074946925881067e-11","1.8074946925881067e-11","0.0000809144336329499","0.0000809144336329499","0.0000809144336329499","0.0014407648802733093","0.0014407648802733093","0.0014407648802733093"
"95","0.0005717718413177246","0.0005717718413177246","0.0005717718413177246","0.00008290099001634413","0.00008290099001634413","0.00008290099001634413","1.8075850307899322e-11","1.8075850307899322e-11","1.8075850307899322e-11","0.0002349086222134183","0.0002349086222134183","0.0002349086222134183","0.0023739272985369244","0.0023739272985369244","0.0023739272985369244"
"100","0.0003628199298803398","0.0003628199298803398","0.0003628199298803398","0.0005589492296102654","0.0005589492296102654","0.0005589492296102654","1.8075074038439326e-11","1.8075074038439326e-11","1.8075074038439326e-11","0.0002899869403748808","0.0002899869403748808","0.0002899869403748808","0.0005109381438900991","0.0005109381438900991","0.0005109381438900991"
"105","0.0065529769123406694","0.0065529769123406694","0.0065529769123406694","0.002710344178070395","0.002710344178070395","0.002710344178070395","1.8075798144671464e-11","1.8075798144671464e-11","1.8075798144671464e-11","0.0005601676887281178","0.0005601676887281178","0.0005601676887281178","0.004203017993220971","0.004203017993220971","0.004203017993220971"
"110","0.004541636857077791","0.004541636857077791","0.004541636857077791","0.0018232263390427546","0.0018232263390427546","0.0018232263390427546","1.8075170843443957e-11","1.8075170843443957e-11","1.8075170843443957e-11","0.00022832886956436049","0.00022832886956436049","0.00022832886956436049","0.0013222830986450768","0.0013222830986450768","0.0013222830986450768"
"115","0.008055588657549465","0.008055588657549465","0.008055588657549465","0.001244702101629736","0.001244702101629736","0.001244702101629736","0.000013107724093189247","0.000013107724093189247","0.000013107724093189247","0.0005416595563082535","0.0005416595563082535","0.0005416595563082535","0.0005870153953467711","0.0005870153953467711","0.0005870153953467711"
"120","0.004199505438004741","0.004199505438004741","0.004199505438004741","0.0026798395453341193","0.0026798395453341193","0.0026798395453341193","0.00016866258955955897","0.00016866258955955897","0.00016866258955955897","0.0006339265455192931","0.0006339265455192931","0.0006339265455192931","0.0030043385598767848","0.0030043385598767848","0.0030043385598767848"
"125","0.0025412715597426484","0.0025412715597426484","0.0025412715597426484","0.0037084165095074215","0.0037084165095074215","0.0037084165095074215","0.000142713166679288","0.000142713166679288","0.000142713166679288","0.0004904458259027851","0.0004904458259027851","0.0004904458259027851","0.0030434901904076482","0.0030434901904076482","0.0030434901904076482"
"130","0.019381027738157697","0.019381027738157697","0.019381027738157697","0.003838434438797481","0.003838434438797481","0.003838434438797481","0.000028782620273581277","0.000028782620273581277","0.000028782620273581277","0.000404998424369536","0.000404998424369536","0.000404998424369536","0.003886737303737251","0.003886737303737251","0.003886737303737251"
"135","0.002690311148913014","0.002690311148913014","0.002690311148913014","0.00646681595106723","0.00646681595106723","0.00646681595106723","0.00010738211828649796","0.00010738211828649796","0.00010738211828649796","0.0004973170875772687","0.0004973170875772687","0.0004973170875772687","0.0007843474730493354","0.0007843474730493354","0.0007843474730493354"
"140","0.005963934783400876","0.005963934783400876","0.005963934783400876","0.004012044009775068","0.004012044009775068","0.004012044009775068","0.0002459143518557742","0.0002459143518557742","0.0002459143518557742","0.0014834523208028417","0.0014834523208028417","0.0014834523208028417","0.0038775241124586707","0.0038775241124586707","0.0038775241124586707"
"145","0.009688208348592488","0.009688208348592488","0.009688208348592488","0.011077233750634255","0.011077233750634255","0.011077233750634255","0.0004412777937009329","0.0004412777937009329","0.0004412777937009329","0.0007831604292693212","0.0007831604292693212","0.0007831604292693212","0.0016200620279825956","0.0016200620279825956","0.0016200620279825956"
"150","0.011924104955743614","0.011924104955743614","0.011924104955743614","0.02800914947386811","0.02800914947386811","0.02800914947386811","0.0006781204625494198","0.0006781204625494198","0.0006781204625494198","0.0007230336930203651","0.0007230336930203651","0.0007230336930203651","0.003348935134909206","0.003348935134909206","0.003348935134909206"
"155","0.005746847070852902","0.005746847070852902","0.005746847070852902","0.03204325217202165","0.03204325217202165","0.03204325217202165","0.0008528699727318844","0.0008528699727318844","0.0008528699727318844","0.0010702689356980521","0.0010702689356980521","0.0010702689356980521","0.004607866808844468","0.004607866808844468","0.004607866808844468"
"160","0.006632619324573351","0.006632619324573351","0.006632619324573351","0.030582156221843636","0.030582156221843636","0.030582156221843636","0.0009265469054255347","0.0009265469054255347","0.0009265469054255347","0.0016193216888708683","0.0016193216888708683","0.0016193216888708683","0.00440248271957687","0.00440248271957687","0.00440248271957687"
"165","0.006165358112267527","0.006165358112267527","0.006165358112267527","0.024721299400203293","0.024721299400203293","0.024721299400203293","0.0007178619777045348","0.0007178619777045348","0.0007178619777045348","0.001149941292536245","0.001149941292536245","0.001149941292536245","0.005323133205839573","0.005323133205839573","0.005323133205839573"
"170","0.013197993480980033","0.013197993480980033","0.013197993480980033","0.03248613052067862","0.03248613052067862","0.03248613052067862","0.0009842960957444546","0.0009842960957444546","0.0009842960957444546","0.00140859777487317","0.00140859777487317","0.00140859777487317","0.004585680092179871","0.004585680092179871","0.004585680092179871"
"175","0.014470356496431525","0.014470356496431525","0.014470356496431525","0.03956959682208503","0.03956959682208503","0.03956959682208503","0.000854791551923617","0.000854791551923617","0.000854791551923617","0.0009587890904082369","0.0009587890904082369","0.0009587890904082369","0.004509553043427301","0.004509553043427301","0.004509553043427301"
"180","0.014116531115503239","0.014116531115503239","0.014116531115503239","0.05345570607492122","0.05345570607492122","0.05345570607492122","0.0006623559025417351","0.0006623559025417351","0.0006623559025417351","0.0010172353449223541","0.0010172353449223541","0.0010172353449223541","0.006617627890638314","0.006617627890638314","0.006617627890638314"
"185","0.011954730632438461","0.011954730632438461","0.011954730632438461","0.04620039011071909","0.04620039011071909","0.04620039011071909","0.0009717530477409513","0.0009717530477409513","0.0009717530477409513","0.0007994747898029835","0.0007994747898029835","0.0007994747898029835","0.0053167453182550485","0.0053167453182550485","0.0053167453182550485"
"190","0.012123718685132054","0.012123718685132054","0.012123718685132054","0.049602035725290095","0.049602035725290095","0.049602035725290095","0.0011000828327219598","0.0011000828327219598","0.0011000828327219598","0.0008012409116175581","0.0008012409116175581","0.0008012409116175581","0.006128716493345141","0.006128716493345141","0.006128716493345141"
"195","0.012671376961614042","0.012671376961614042","0.012671376961614042","0.048183954042115895","0.048183954042115895","0.048183954042115895","0.0012164716244582956","0.0012164716244582956","0.0012164716244582956","0.0008944673301241005","0.0008944673301241005","0.0008944673301241005","0.006072659995433315","0.006072659995433315","0.006072659995433315"
"200","0.01160070738811265","0.01160070738811265","0.01160070738811265","0.049253952455720895","0.049253952455720895","0.049253952455720895","0.0010690495200274103","0.0010690495200274103","0.0010690495200274103","0.0009733862229040746","0.0009733862229040746","0.0009733862229040746","0.006456639060625667","0.006456639060625667","0.006456639060625667"
