"Step","fold4 - val_dice_spleen","fold4 - val_dice_spleen__MIN","fold4 - val_dice_spleen__MAX","fold3 - val_dice_spleen","fold3 - val_dice_spleen__MIN","fold3 - val_dice_spleen__MAX","fold2 - val_dice_spleen","fold2 - val_dice_spleen__MIN","fold2 - val_dice_spleen__MAX","fold1 - val_dice_spleen","fold1 - val_dice_spleen__MIN","fold1 - val_dice_spleen__MAX","fold0 - val_dice_spleen","fold0 - val_dice_spleen__MIN","fold0 - val_dice_spleen__MAX"
"55","0.02371722914782762","0.02371722914782762","0.02371722914782762","0.00006767141815204069","0.00006767141815204069","0.00006767141815204069","0.0004925301827242307","0.0004925301827242307","0.0004925301827242307","0.009479575247420916","0.009479575247420916","0.009479575247420916","0.00031149693306779965","0.00031149693306779965","0.00031149693306779965"
"60","0.030076823029819566","0.030076823029819566","0.030076823029819566","0.001506585736493029","0.001506585736493029","0.001506585736493029","0.006899872112333944","0.006899872112333944","0.006899872112333944","0.0038871774331025394","0.0038871774331025394","0.0038871774331025394","0.0018250356454898881","0.0018250356454898881","0.0018250356454898881"
"65","0.009060987033531422","0.009060987033531422","0.009060987033531422","0.01525205393768093","0.01525205393768093","0.01525205393768093","0.0003544706188822297","0.0003544706188822297","0.0003544706188822297","0.007047181949495013","0.007047181949495013","0.007047181949495013","0.0012009911187421958","0.0012009911187421958","0.0012009911187421958"
"70","0.019488539009052827","0.019488539009052827","0.019488539009052827","0.00826195493909093","0.00826195493909093","0.00826195493909093","0.004042385091184364","0.004042385091184364","0.004042385091184364","0.01661568112665614","0.01661568112665614","0.01661568112665614","0.000771884240934415","0.000771884240934415","0.000771884240934415"
"75","0.02377057844786376","0.02377057844786376","0.02377057844786376","0.061777790574236414","0.061777790574236414","0.061777790574236414","0.0011293199987445798","0.0011293199987445798","0.0011293199987445798","0.07177149657519072","0.07177149657519072","0.07177149657519072","0.0038373381492680407","0.0038373381492680407","0.0038373381492680407"
"80","0.01159048471793435","0.01159048471793435","0.01159048471793435","0.010225134684119461","0.010225134684119461","0.010225134684119461","0.010406387112657312","0.010406387112657312","0.010406387112657312","0.03770239065323703","0.03770239065323703","0.03770239065323703","0.007803345737592626","0.007803345737592626","0.007803345737592626"
"85","0.020349897509554387","0.020349897509554387","0.020349897509554387","0.07992057082258867","0.07992057082258867","0.07992057082258867","0.01010542043096399","0.01010542043096399","0.01010542043096399","0.037855114940723876","0.037855114940723876","0.037855114940723876","0.002633697414696617","0.002633697414696617","0.002633697414696617"
"90","0.14748084384002005","0.14748084384002005","0.14748084384002005","0.14380089686776384","0.14380089686776384","0.14380089686776384","0.0007045759398879324","0.0007045759398879324","0.0007045759398879324","0.06639639341039709","0.06639639341039709","0.06639639341039709","0.005218466290412886","0.005218466290412886","0.005218466290412886"
"95","0.1811570460448074","0.1811570460448074","0.1811570460448074","0.09830077498121585","0.09830077498121585","0.09830077498121585","0.0007207883910272457","0.0007207883910272457","0.0007207883910272457","0.12818275308629298","0.12818275308629298","0.12818275308629298","0.04472011073002818","0.04472011073002818","0.04472011073002818"
"100","0.15666683744273763","0.15666683744273763","0.15666683744273763","0.337674435960215","0.337674435960215","0.337674435960215","0.05626663241230509","0.05626663241230509","0.05626663241230509","0.11567872814384852","0.11567872814384852","0.11567872814384852","0.01534582610923602","0.01534582610923602","0.01534582610923602"
"105","0.22522501593791056","0.22522501593791056","0.22522501593791056","0.3607909494047097","0.3607909494047097","0.3607909494047097","0.03783060828545057","0.03783060828545057","0.03783060828545057","0.2455917926089936","0.2455917926089936","0.2455917926089936","0.015019557454612588","0.015019557454612588","0.015019557454612588"
"110","0.28687831319157553","0.28687831319157553","0.28687831319157553","0.3951097170346032","0.3951097170346032","0.3951097170346032","0.06989811804186108","0.06989811804186108","0.06989811804186108","0.07510484686421862","0.07510484686421862","0.07510484686421862","0.03084904997370068","0.03084904997370068","0.03084904997370068"
"115","0.2571131429378702","0.2571131429378702","0.2571131429378702","0.3944886331504502","0.3944886331504502","0.3944886331504502","0.03476022197223368","0.03476022197223368","0.03476022197223368","0.07405575254189004","0.07405575254189004","0.07405575254189004","0.04983198611276371","0.04983198611276371","0.04983198611276371"
"120","0.17500529368387122","0.17500529368387122","0.17500529368387122","0.2040007214502578","0.2040007214502578","0.2040007214502578","0.1556727217039114","0.1556727217039114","0.1556727217039114","0.18350227677911204","0.18350227677911204","0.18350227677911204","0.06195983496526587","0.06195983496526587","0.06195983496526587"
"125","0.27548027847293705","0.27548027847293705","0.27548027847293705","0.5403146992878278","0.5403146992878278","0.5403146992878278","0.14573104009325366","0.14573104009325366","0.14573104009325366","0.18957242344511405","0.18957242344511405","0.18957242344511405","0.1356907694628136","0.1356907694628136","0.1356907694628136"
"130","0.2091028743980897","0.2091028743980897","0.2091028743980897","0.44767248777553187","0.44767248777553187","0.44767248777553187","0.06129967922822521","0.06129967922822521","0.06129967922822521","0.19476129818430005","0.19476129818430005","0.19476129818430005","0.16117559057037145","0.16117559057037145","0.16117559057037145"
"135","0.20719854699371876","0.20719854699371876","0.20719854699371876","0.3996413553315901","0.3996413553315901","0.3996413553315901","0.2500239491783127","0.2500239491783127","0.2500239491783127","0.2542938054908088","0.2542938054908088","0.2542938054908088","0.060771356828819165","0.060771356828819165","0.060771356828819165"
"140","0.2220055377472141","0.2220055377472141","0.2220055377472141","0.4968773604654815","0.4968773604654815","0.4968773604654815","0.057551482533012996","0.057551482533012996","0.057551482533012996","0.3243811659549916","0.3243811659549916","0.3243811659549916","0.13448175790525413","0.13448175790525413","0.13448175790525413"
"145","0.21389629246292033","0.21389629246292033","0.21389629246292033","0.5511101339000607","0.5511101339000607","0.5511101339000607","0.25214963328519185","0.25214963328519185","0.25214963328519185","0.3323931200421764","0.3323931200421764","0.3323931200421764","0.11285299459957843","0.11285299459957843","0.11285299459957843"
"150","0.2545169650340928","0.2545169650340928","0.2545169650340928","0.6603780425472725","0.6603780425472725","0.6603780425472725","0.1380637457339304","0.1380637457339304","0.1380637457339304","0.36363012901203634","0.36363012901203634","0.36363012901203634","0.15693047878351363","0.15693047878351363","0.15693047878351363"
"155","0.2896875501135184","0.2896875501135184","0.2896875501135184","0.6698682600950739","0.6698682600950739","0.6698682600950739","0.2838389592857839","0.2838389592857839","0.2838389592857839","0.36355350759240945","0.36355350759240945","0.36355350759240945","0.164498248840267","0.164498248840267","0.164498248840267"
"160","0.27496939811048976","0.27496939811048976","0.27496939811048976","0.6622095789026043","0.6622095789026043","0.6622095789026043","0.24935052586335982","0.24935052586335982","0.24935052586335982","0.38292038085953306","0.38292038085953306","0.38292038085953306","0.17756149169391022","0.17756149169391022","0.17756149169391022"
"165","0.2775862344283814","0.2775862344283814","0.2775862344283814","0.6820199824564499","0.6820199824564499","0.6820199824564499","0.2496440918212719","0.2496440918212719","0.2496440918212719","0.4196808987772416","0.4196808987772416","0.4196808987772416","0.18416159114145908","0.18416159114145908","0.18416159114145908"
"170","0.30797815777476484","0.30797815777476484","0.30797815777476484","0.6788058386244026","0.6788058386244026","0.6788058386244026","0.2747706727492826","0.2747706727492826","0.2747706727492826","0.40433675061128893","0.40433675061128893","0.40433675061128893","0.2089838720209768","0.2089838720209768","0.2089838720209768"
"175","0.34307994416149024","0.34307994416149024","0.34307994416149024","0.6962747317985433","0.6962747317985433","0.6962747317985433","0.26487592359406464","0.26487592359406464","0.26487592359406464","0.40547339070030997","0.40547339070030997","0.40547339070030997","0.22726069247319397","0.22726069247319397","0.22726069247319397"
"180","0.34490645268549075","0.34490645268549075","0.34490645268549075","0.7087532553152033","0.7087532553152033","0.7087532553152033","0.2672537802064274","0.2672537802064274","0.2672537802064274","0.4085466102148912","0.4085466102148912","0.4085466102148912","0.22850269940890694","0.22850269940890694","0.22850269940890694"
"185","0.3434620712567191","0.3434620712567191","0.3434620712567191","0.6898791420965277","0.6898791420965277","0.6898791420965277","0.2823654310347406","0.2823654310347406","0.2823654310347406","0.4037201945338744","0.4037201945338744","0.4037201945338744","0.2530278963994236","0.2530278963994236","0.2530278963994236"
"190","0.34970506826589826","0.34970506826589826","0.34970506826589826","0.69362113297672","0.69362113297672","0.69362113297672","0.30140093324425654","0.30140093324425654","0.30140093324425654","0.4291458561969217","0.4291458561969217","0.4291458561969217","0.23479079274145945","0.23479079274145945","0.23479079274145945"
"195","0.34911697741777514","0.34911697741777514","0.34911697741777514","0.7016119709492162","0.7016119709492162","0.7016119709492162","0.3047304789879965","0.3047304789879965","0.3047304789879965","0.4258184062425744","0.4258184062425744","0.4258184062425744","0.23106029530759298","0.23106029530759298","0.23106029530759298"
"200","0.34408795561564803","0.34408795561564803","0.34408795561564803","0.7011235538288783","0.7011235538288783","0.7011235538288783","0.29643702338124045","0.29643702338124045","0.29643702338124045","0.426964102904208","0.426964102904208","0.426964102904208","0.2385629334679068","0.2385629334679068","0.2385629334679068"
