"Step","fold4 - val_dice_stomach","fold4 - val_dice_stomach__MIN","fold4 - val_dice_stomach__MAX","fold3 - val_dice_stomach","fold3 - val_dice_stomach__MIN","fold3 - val_dice_stomach__MAX","fold2 - val_dice_stomach","fold2 - val_dice_stomach__MIN","fold2 - val_dice_stomach__MAX","fold1 - val_dice_stomach","fold1 - val_dice_stomach__MIN","fold1 - val_dice_stomach__MAX","fold0 - val_dice_stomach","fold0 - val_dice_stomach__MIN","fold0 - val_dice_stomach__MAX"
"65","0.18186823056053336","0.18186823056053336","0.18186823056053336","0.005455234765729338","0.005455234765729338","0.005455234765729338","0.11389307295507871","0.11389307295507871","0.11389307295507871","0.08723644515234373","0.08723644515234373","0.08723644515234373","0.06334466579255536","0.06334466579255536","0.06334466579255536"
"70","0.12852826258883618","0.12852826258883618","0.12852826258883618","0.14675680830354082","0.14675680830354082","0.14675680830354082","0.07272647065515656","0.07272647065515656","0.07272647065515656","0.04580795863660594","0.04580795863660594","0.04580795863660594","0.17427556054844698","0.17427556054844698","0.17427556054844698"
"75","0.1352868704530014","0.1352868704530014","0.1352868704530014","0.19182494200303732","0.19182494200303732","0.19182494200303732","0.11901267653348992","0.11901267653348992","0.11901267653348992","0.08848761820283098","0.08848761820283098","0.08848761820283098","0.172449268253816","0.172449268253816","0.172449268253816"
"80","0.2117741304670547","0.2117741304670547","0.2117741304670547","0.2121443726874849","0.2121443726874849","0.2121443726874849","0.1584467687738715","0.1584467687738715","0.1584467687738715","0.0770848803100731","0.0770848803100731","0.0770848803100731","0.20189999480739088","0.20189999480739088","0.20189999480739088"
"85","0.2587051155377937","0.2587051155377937","0.2587051155377937","0.19323157158787832","0.19323157158787832","0.19323157158787832","0.15734775426837247","0.15734775426837247","0.15734775426837247","0.1197018222353842","0.1197018222353842","0.1197018222353842","0.22018720843402553","0.22018720843402553","0.22018720843402553"
"90","0.28893789247048945","0.28893789247048945","0.28893789247048945","0.23152122927991595","0.23152122927991595","0.23152122927991595","0.14497146465603442","0.14497146465603442","0.14497146465603442","0.11131047751855631","0.11131047751855631","0.11131047751855631","0.2758093486834343","0.2758093486834343","0.2758093486834343"
"95","0.3164078586859446","0.3164078586859446","0.3164078586859446","0.19701502928090955","0.19701502928090955","0.19701502928090955","0.12375298731209085","0.12375298731209085","0.12375298731209085","0.11867137707484622","0.11867137707484622","0.11867137707484622","0.2227494579728306","0.2227494579728306","0.2227494579728306"
"100","0.33582100447437213","0.33582100447437213","0.33582100447437213","0.304235366378257","0.304235366378257","0.304235366378257","0.21977351644172122","0.21977351644172122","0.21977351644172122","0.14970475196081165","0.14970475196081165","0.14970475196081165","0.25969740627571175","0.25969740627571175","0.25969740627571175"
"105","0.30286395463763066","0.30286395463763066","0.30286395463763066","0.3414591759828209","0.3414591759828209","0.3414591759828209","0.18533875720530354","0.18533875720530354","0.18533875720530354","0.17713010503212784","0.17713010503212784","0.17713010503212784","0.2601148589166137","0.2601148589166137","0.2601148589166137"
"110","0.35937293684281996","0.35937293684281996","0.35937293684281996","0.36137153254687493","0.36137153254687493","0.36137153254687493","0.2527648307654483","0.2527648307654483","0.2527648307654483","0.25864882831836444","0.25864882831836444","0.25864882831836444","0.3404909101423255","0.3404909101423255","0.3404909101423255"
"115","0.3861773965070183","0.3861773965070183","0.3861773965070183","0.33984242180005036","0.33984242180005036","0.33984242180005036","0.1792865750327586","0.1792865750327586","0.1792865750327586","0.2650379095036699","0.2650379095036699","0.2650379095036699","0.3768550596657066","0.3768550596657066","0.3768550596657066"
"120","0.38892237783876143","0.38892237783876143","0.38892237783876143","0.37535505242609823","0.37535505242609823","0.37535505242609823","0.2660053867957416","0.2660053867957416","0.2660053867957416","0.31498350474703846","0.31498350474703846","0.31498350474703846","0.38988684509965277","0.38988684509965277","0.38988684509965277"
"125","0.42457004804464393","0.42457004804464393","0.42457004804464393","0.3946764764531417","0.3946764764531417","0.3946764764531417","0.24850827091149336","0.24850827091149336","0.24850827091149336","0.33792901696366356","0.33792901696366356","0.33792901696366356","0.41594443687140037","0.41594443687140037","0.41594443687140037"
"130","0.41595510173520656","0.41595510173520656","0.41595510173520656","0.4423225159038506","0.4423225159038506","0.4423225159038506","0.23751927551749186","0.23751927551749186","0.23751927551749186","0.35319441626039216","0.35319441626039216","0.35319441626039216","0.3962414823262683","0.3962414823262683","0.3962414823262683"
"135","0.4720763252649765","0.4720763252649765","0.4720763252649765","0.45092095255936715","0.45092095255936715","0.45092095255936715","0.2830647550248682","0.2830647550248682","0.2830647550248682","0.4218474342668745","0.4218474342668745","0.4218474342668745","0.3221051568883889","0.3221051568883889","0.3221051568883889"
"140","0.47193089411665107","0.47193089411665107","0.47193089411665107","0.44235965557992274","0.44235965557992274","0.44235965557992274","0.2451063948913855","0.2451063948913855","0.2451063948913855","0.40672643894689814","0.40672643894689814","0.40672643894689814","0.44763685299678346","0.44763685299678346","0.44763685299678346"
"145","0.474968098463596","0.474968098463596","0.474968098463596","0.4518672817665282","0.4518672817665282","0.4518672817665282","0.28870255035139675","0.28870255035139675","0.28870255035139675","0.448227366529226","0.448227366529226","0.448227366529226","0.38897666322833985","0.38897666322833985","0.38897666322833985"
"150","0.5200458147544417","0.5200458147544417","0.5200458147544417","0.46176491841177275","0.46176491841177275","0.46176491841177275","0.2886842422830231","0.2886842422830231","0.2886842422830231","0.4351637161420489","0.4351637161420489","0.4351637161420489","0.4608171579517459","0.4608171579517459","0.4608171579517459"
"155","0.5105653356899674","0.5105653356899674","0.5105653356899674","0.46225840047778205","0.46225840047778205","0.46225840047778205","0.39379646526279877","0.39379646526279877","0.39379646526279877","0.41742947347804243","0.41742947347804243","0.41742947347804243","0.47018915000202394","0.47018915000202394","0.47018915000202394"
"160","0.4971904799893734","0.4971904799893734","0.4971904799893734","0.47226929998004835","0.47226929998004835","0.47226929998004835","0.3674091315780608","0.3674091315780608","0.3674091315780608","0.44721293171411175","0.44721293171411175","0.44721293171411175","0.4673206434128383","0.4673206434128383","0.4673206434128383"
"165","0.5175811364784771","0.5175811364784771","0.5175811364784771","0.47808079364691086","0.47808079364691086","0.47808079364691086","0.3709561935718302","0.3709561935718302","0.3709561935718302","0.47827338948923037","0.47827338948923037","0.47827338948923037","0.4519259103580307","0.4519259103580307","0.4519259103580307"
"170","0.5183091369732586","0.5183091369732586","0.5183091369732586","0.48788349916321416","0.48788349916321416","0.48788349916321416","0.39428067051245386","0.39428067051245386","0.39428067051245386","0.47452307546185263","0.47452307546185263","0.47452307546185263","0.46420890582259394","0.46420890582259394","0.46420890582259394"
"175","0.5047252437345514","0.5047252437345514","0.5047252437345514","0.48264216662070364","0.48264216662070364","0.48264216662070364","0.3621037256071517","0.3621037256071517","0.3621037256071517","0.48653672158133293","0.48653672158133293","0.48653672158133293","0.46372309287060315","0.46372309287060315","0.46372309287060315"
"180","0.5017622559652776","0.5017622559652776","0.5017622559652776","0.47917137852105207","0.47917137852105207","0.47917137852105207","0.3387660675292984","0.3387660675292984","0.3387660675292984","0.49594658892674826","0.49594658892674826","0.49594658892674826","0.4655891067641468","0.4655891067641468","0.4655891067641468"
"185","0.5093984381824481","0.5093984381824481","0.5093984381824481","0.48647420476015557","0.48647420476015557","0.48647420476015557","0.3565594928500631","0.3565594928500631","0.3565594928500631","0.5117263578612088","0.5117263578612088","0.5117263578612088","0.48096706814483714","0.48096706814483714","0.48096706814483714"
"190","0.5102619541389667","0.5102619541389667","0.5102619541389667","0.4912380885400176","0.4912380885400176","0.4912380885400176","0.3585739997926314","0.3585739997926314","0.3585739997926314","0.4977857875185375","0.4977857875185375","0.4977857875185375","0.4717488994479343","0.4717488994479343","0.4717488994479343"
"195","0.5133074884416202","0.5133074884416202","0.5133074884416202","0.492960438115968","0.492960438115968","0.492960438115968","0.35440417766099347","0.35440417766099347","0.35440417766099347","0.4941403385557783","0.4941403385557783","0.4941403385557783","0.47461125445486163","0.47461125445486163","0.47461125445486163"
"200","0.5176887026484523","0.5176887026484523","0.5176887026484523","0.49240948678254587","0.49240948678254587","0.49240948678254587","0.3530864645089449","0.3530864645089449","0.3530864645089449","0.4962381244136874","0.4962381244136874","0.4962381244136874","0.47930368635288134","0.47930368635288134","0.47930368635288134"
