"Step","fold4 - val_dice_liver","fold4 - val_dice_liver__MIN","fold4 - val_dice_liver__MAX","fold3 - val_dice_liver","fold3 - val_dice_liver__MIN","fold3 - val_dice_liver__MAX","fold2 - val_dice_liver","fold2 - val_dice_liver__MIN","fold2 - val_dice_liver__MAX","fold1 - val_dice_liver","fold1 - val_dice_liver__MIN","fold1 - val_dice_liver__MAX","fold0 - val_dice_liver","fold0 - val_dice_liver__MIN","fold0 - val_dice_liver__MAX"
"110","0.9199069432918462","0.9199069432918462","0.9199069432918462","0.9351478799282312","0.9351478799282312","0.9351478799282312","0.8948578978131928","0.8948578978131928","0.8948578978131928","0.9239985363902168","0.9239985363902168","0.9239985363902168","0.9354607077748066","0.9354607077748066","0.9354607077748066"
"120","0.9194959205232246","0.9194959205232246","0.9194959205232246","0.9352198870273355","0.9352198870273355","0.9352198870273355","0.8991634109355917","0.8991634109355917","0.8991634109355917","0.9301395986790247","0.9301395986790247","0.9301395986790247","0.9303707914684609","0.9303707914684609","0.9303707914684609"
"130","0.9222897150316692","0.9222897150316692","0.9222897150316692","0.933543420464707","0.933543420464707","0.933543420464707","0.8951325022197048","0.8951325022197048","0.8951325022197048","0.9273203828328143","0.9273203828328143","0.9273203828328143","0.9287852396082071","0.9287852396082071","0.9287852396082071"
"140","0.9155326659883741","0.9155326659883741","0.9155326659883741","0.9257247696462524","0.9257247696462524","0.9257247696462524","0.8980507556938946","0.8980507556938946","0.8980507556938946","0.9222600932701168","0.9222600932701168","0.9222600932701168","0.9385539417638799","0.9385539417638799","0.9385539417638799"
"150","0.9227814709857012","0.9227814709857012","0.9227814709857012","0.9149032848491895","0.9149032848491895","0.9149032848491895","0.8969753390076363","0.8969753390076363","0.8969753390076363","0.929739283940818","0.929739283940818","0.929739283940818","0.935836710021064","0.935836710021064","0.935836710021064"
"160","0.9180264428097334","0.9180264428097334","0.9180264428097334","0.9319670546185477","0.9319670546185477","0.9319670546185477","0.8986907927839436","0.8986907927839436","0.8986907927839436","0.9221157762939834","0.9221157762939834","0.9221157762939834","0.9369089282444079","0.9369089282444079","0.9369089282444079"
"170","0.9198351519800979","0.9198351519800979","0.9198351519800979","0.9262157409298336","0.9262157409298336","0.9262157409298336","0.8990091503995625","0.8990091503995625","0.8990091503995625","0.925969609135079","0.925969609135079","0.925969609135079","0.9371161267817434","0.9371161267817434","0.9371161267817434"
"180","0.9216185083237732","0.9216185083237732","0.9216185083237732","0.9302398073722088","0.9302398073722088","0.9302398073722088","0.897178426523539","0.897178426523539","0.897178426523539","0.9236826703611101","0.9236826703611101","0.9236826703611101","0.9362300160745254","0.9362300160745254","0.9362300160745254"
"190","0.9217778602346165","0.9217778602346165","0.9217778602346165","0.9305046935002727","0.9305046935002727","0.9305046935002727","0.8976277388476761","0.8976277388476761","0.8976277388476761","0.9256757840368195","0.9256757840368195","0.9256757840368195","0.936480398555467","0.936480398555467","0.936480398555467"
"200","0.92175914067279","0.92175914067279","0.92175914067279","0.9303962348881177","0.9303962348881177","0.9303962348881177","0.8978129685982603","0.8978129685982603","0.8978129685982603","0.9257391459328914","0.9257391459328914","0.9257391459328914","0.9367130275793139","0.9367130275793139","0.9367130275793139"
